"区市町村
コード",区市町村,施設名,所在地住所,緯度,経度,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,その他,"エレベーター有/
避難スペースが１階",スロープ等,点字ブロック,車椅子使用者対応トイレ,"その他
（具体的に）"
130001,東京都,立教大学,豊島区西池袋,35.730501,139.702239,,,,,,1,,,,,,,,
130001,東京都,染井墓地・駒込中学校一帯,豊島区駒込、巣鴨、北区西ケ原,35.738256,139.737853,,,,1,,1,,,,,,,,
130001,東京都,荒川河川敷一帯,北区赤羽、赤羽北、岩淵町、志茂,35.789958,139.715326,,,,1,,1,,,,,,,,
130001,東京都,豊島五丁目団地一帯,北区豊島,35.765609,139.752704,,,,1,,1,,,,,,,,
130001,東京都,王子六・飛鳥高校・駿台学園一帯,北区王子,35.761524,139.74002,,,,1,,1,,,,,,,,
130001,東京都,ＪＲ田端・尾久駅周辺一帯,北区上中里、東田端,35.743852,139.756693,,,,1,,1,,,,,,,,
130001,東京都,北区防災センター・旧古河庭園一帯,北区上中里、西ケ原,35.74607,139.74496,,,,1,,1,,,,,,,,
130001,東京都,都営滝野川三丁目団地一帯,北区滝野川,35.747717,139.729137,,,,1,,1,,,,,,,,
130001,東京都,十条台・北区中央公園一帯,北区王子本町、十条台,35.753826,139.726069,,,,1,,1,,,,,,,,
130001,東京都,王子五丁目団地一帯,北区王子,35.764623,139.734347,,,,1,,1,,,,,,,,
130001,東京都,飛鳥山公園,北区王子、西ケ原,35.751148,139.738416,,,,1,,1,,,,,,,,
130001,東京都,北運動公園一帯,北区神谷、志茂,35.773899,139.728013,,,,1,,1,,,,,,,,
130001,東京都,清水坂公園一帯,北区十条仲原、中十条,35.768506,139.721327,,,,1,,1,,,,,,,,
130001,東京都,東京成徳学園・神谷堀公園一帯,北区王子、豊島、神谷,35.767611,139.736826,,,,1,,1,,,,,,,,
130001,東京都,堀船地区一帯,北区堀船,35.752568,139.748818,,,,1,,1,,,,,,,,
130001,東京都,赤羽北地区一帯,北区赤羽北,35.786785,139.707226,,,,1,,1,,,,,,,,
130001,東京都,浮間一丁目地区,北区浮間,35.788765,139.704729,,,,1,,1,,,,,,,,
130001,東京都,浮間小学校・浮間三丁目団地地区,北区浮間,35.787913,139.700668,,,,1,,1,,,,,,,,
130001,東京都,桐ヶ丘・赤羽台・西が丘地区,北区赤羽北、赤羽台、赤羽西、桐ヶ丘、西が丘、板橋区清水町,35.777367,139.711233,,,,1,,1,,,,,,,,
130001,東京都,浮間公園・荒川河川敷緑地一帯,北区浮間、板橋区新河岸、舟渡,35.798197,139.670052,,,,1,,1,,,,,,,,
130001,東京都,東京家政大学・加賀中学校一帯,北区上十条、十条台、板橋区加賀,35.755357,139.72079,,,,1,,1,,,,,,,,
130001,東京都,新河岸東公園一帯,北区浮間、板橋区舟渡,35.795124,139.656246,,,,1,,1,,,,,,,,
130001,東京都,桐ケ丘中学校,桐ケ丘2-6-11,35.77996884,139.7086078,1,1,,,,,,,,,,,,
130001,東京都,桐ケ丘郷小学校,桐ケ丘1-10-23,35.7768305,139.7072157,1,,,,,,,,,,,,,
130001,東京都,赤羽台西小学校,赤羽台2-1-34,35.77501268,139.7136271,1,1,,,,,,,,,,,,
130001,東京都,稲付中学校,赤羽西6-1-4,35.77077896,139.7079023,1,,,,,,,,,,,,,
130001,東京都,梅木小学校,西が丘2-21-15,35.76794838,139.7140016,1,1,,,,,,,,,,,,
130001,東京都,西が丘小学校,十条仲原4-5-17,35.76972268,139.7214981,1,1,,,,,,,,,,,,
130001,東京都,王子第三小学校,上十条5-2-3,35.76543306,139.7177109,1,,,,,,,,,,,,,
130001,東京都,王子第五小学校,上十条2-18-17,35.75966103,139.7193814,1,,,,,,,,,,,,,
130001,東京都,旧富士見中学校,上十条3-1-25,35.75956204,139.7172977,1,,,,,,,,,,,,,
130001,東京都,十条富士見中学校,十条台1-9-33,35.75736839,139.7232598,1,,,,,,,,,,,,,
130001,東京都,滝野川もみじ小学校,滝野川3-72-1,35.75068299,139.7283182,1,,,,,,,,,,,,,
130001,東京都,滝野川紅葉中学校,滝野川5-55-8,35.74986627,139.7248034,1,,,,,,,,,,,,,
130001,東京都,旧滝野川第六小学校,滝野川5-44-15,35.74874118,139.724246,1,,,,,,,,,,,,,
130001,東京都,谷端小学校,滝野川7-12-17,35.74475559,139.7215119,1,,,,,,,,,,,,,
130001,東京都,滝野川第二小学校,滝野川6-19-4,35.74482348,139.7262886,1,,,,,,,,,,,,,
130001,東京都,北区役所滝野川分庁舎,滝野川2-52-10,35.75126539,139.7332148,1,,,,,,,,,,,,,
130001,東京都,滝野川第三小学校,滝野川1-12-27,35.74858247,139.7366793,1,,,,,,,,,,,,,
130001,東京都,西ケ原小学校,西ケ原4-19-21,35.74322688,139.7369233,1,,,,,,,,,,,,,
130001,東京都,飛鳥中学校,西ケ原3-5-12,35.74434553,139.7420615,1,,,,,,,,,,,,,
130001,東京都,滝野川小学校,西ケ原1-18-10,35.74242615,139.7474436,1,,,,,,,,,,,,,
130001,東京都,田端小学校,田端5-4-1,35.73704149,139.7570219,1,1,,,,,,,,,,,,
130001,東京都,旧田端中学校,田端6-9-1,35.7413025,139.7554339,1,,,,,,,,,,,,,
130001,東京都,堀船小学校,堀船2-11-9,35.75398719,139.7464322,1,,,,,,,,,,,,,
130001,東京都,柳田小学校,豊島2-11-20,35.75765139,139.743896,1,,,,,,,,,,,,,
130001,東京都,第四岩淵小学校,赤羽3-24-23,35.78570847,139.7203495,,1,,,,,,,,,,,,
130001,東京都,袋小学校,赤羽北2-15-3,35.78417181,139.7061986,,1,,,,,,,,,,,,
130001,東京都,十条台ふれあい館,中十条1-2-18,35.75779378,139.7296264,,1,,,,,,,,,,,,
130001,東京都,北区防災センター,西ケ原2-1-6,35.745035,139.744569,,1,,,,,,,,,,,,
131181,荒川区,第六瑞光小学校,荒川区南千住1-4-11,35.733175,139.789219,1,,1,,,,1,,,,,,○,
131181,荒川区,瑞光小学校,荒川区南千住1-51-1,35.734917,139.791035,1,,1,,,,1,,,,,,○,
131181,荒川区,石浜ふれあい館,荒川区南千住3-28-2,35.731301,139.806454,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第二瑞光小学校,荒川区南千住5-8-1,35.733556,139.794525,1,,1,,,,1,,,,,,,
131181,荒川区,南千住ふれあい館,荒川区南千住6-36-13,35.738172,139.79104,1,,1,,,,1,,,○,○,,○,
131181,荒川区,南千住駅前ふれあい館,荒川区南千住7-1-1,35.733205,139.798309,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第三瑞光小学校,荒川区南千住7-9-1,35.735615,139.7987,1,,1,,,,1,,,○,,,○,
131181,荒川区,南千住第二中学校,荒川区南千住7-25-1,35.736128,139.799676,1,,1,,,,1,,,○,○,,○,
131181,荒川区,汐入ふれあい館,荒川区南千住8-2-2,35.734517,139.807037,1,,1,,,,1,,,○,○,,○,
131181,荒川区,汐入小学校,荒川区南千住8-2-3,35.735143,139.807227,1,,1,,,,1,,,○,○,,○,
131181,荒川区,汐入東小学校,荒川区南千住8-9-3,35.73895,139.811625,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第三中学校,荒川区南千住8-10-1,35.737841,139.811259,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第一中学校,荒川区荒川1-30-1,35.734498,139.787752,1,,1,,,,1,,,,○,,○,
131181,荒川区,第三峡田小学校,荒川区荒川1-43-1,35.73356,139.786082,1,,1,,,,1,,,,,,,
131181,荒川区,第二峡田小学校,荒川区荒川2-30-1,35.738546,139.782497,1,,1,,,,1,,,,,,○,
131181,荒川区,峡田ふれあい館,荒川区荒川3-3-10,35.733795,139.784091,1,,1,,,,1,,,○,○,,○,
131181,荒川区,生涯学習･教育ｾﾝﾀｰ,荒川区荒川3-49-1,35.734734,139.780116,1,,1,,,,1,,,○,○,,○,
131181,荒川区,峡田小学校,荒川区荒川3-77-1,35.736346,139.77731,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第九峡田小学校,荒川区荒川6-8-1,35.742441,139.779499,1,,1,,,,1,,,,,,○,
131181,荒川区,第四中学校,荒川区荒川6-57-1,35.741247,139.77556,1,,1,,,,1,,,,,,○,
131181,荒川区,荒川山吹ふれあい館,荒川区荒川7-6-8,35.742546,139.784023,1,,1,,,,1,,,○,○,,○,
131181,荒川区,町屋ふれあい館,荒川区町屋1-35-8,35.744088,139.785824,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第五中学校,荒川区町屋1-37-16,35.744473,139.787328,1,,1,,,,1,,,,,,,
131181,荒川区,第四峡田小学校,荒川区町屋2-11-6,35.744951,139.780005,1,,1,,,,1,,,,○,,○,
131181,荒川区,第五峡田小学校,荒川区町屋3-17-24,35.748273,139.781599,1,,1,,,,1,,,,,,○,
131181,荒川区,大門小学校,荒川区町屋4-27-8,35.74902,139.77711,1,,1,,,,1,,,,○,,○,
131181,荒川区,原中学校,荒川区町屋5-12-6,35.751075,139.779438,1,,1,,,,1,,,○,○,,○,
131181,荒川区,荒木田ふれあい館,荒川区町屋6-13-2,35.750406,139.783399,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第七峡田小学校,荒川区町屋8-19-12,35.748338,139.787807,1,,1,,,,1,,,,,,,
131181,荒川区,第九中学校,荒川区東尾久2-23-5,35.743212,139.772874,1,,1,,,,1,,,,,,○,
131181,荒川区,赤土小学校,荒川区東尾久2-43-9,35.743209,139.769642,1,,1,,,,1,,,,,,○,
131181,荒川区,尾久小学校,荒川区東尾久5-6-7,35.747275,139.768811,1,,1,,,,1,,,,,,○,
131181,荒川区,男女平等推進センター,荒川区東尾久5-9-3,35.748244,139.768871,1,,1,,,,1,,,○,○,,○,
131181,荒川区,尾久宮前小学校,荒川区西尾久1-4-17,35.746006,139.764603,1,,1,,,,1,,,,,,○,
131181,荒川区,尾久ふれあい館,荒川区西尾久2-25-13,35.750208,139.7634,1,,1,,,,1,,,○,○,,○,
131181,荒川区,尾久八幡中学校,荒川区西尾久3-13-1,35.753188,139.763883,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第七中学校,荒川区西尾久4-30-28,35.746484,139.758105,1,,1,,,,1,,,,,,○,
131181,荒川区,尾久西小学校,荒川区西尾久5-27-12,35.750244,139.758432,1,,1,,,,1,,,,,,,
131181,荒川区,尾久第六小学校,荒川区西尾久8-26-9,35.751799,139.754546,1,,1,,,,1,,,○,○,,○,
131181,荒川区,西尾久ふれあい館,荒川区西尾久8-33-31,35.751598,139.753454,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第三日暮里小学校,荒川区東日暮里3-10-17,35.728858,139.781392,1,,1,,,,1,,,,,,○,
131181,荒川区,夕やけこやけふれあい館,荒川区東日暮里3-11-19,35.729964,139.781378,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第二日暮里小学校,荒川区東日暮里5-2-1,35.728401,139.77824,1,,1,,,,1,,,,,,○,
131181,荒川区,竹台高等学校,荒川区東日暮里5-14-1,35.72612,139.777845,1,,1,,,,1,,,,,,,
131181,荒川区,ひぐらし小学校,荒川区西日暮里2-32-5,35.731341,139.772516,1,,1,,,,1,,,,,,,
131181,荒川区,諏訪台中学校,荒川区西日暮里2-36-8,35.732574,139.77174,1,,1,,,,1,,,,,,○,
131181,荒川区,諏訪台ひろば館,荒川区西日暮里3-3-12,35.729621,139.767582,1,1,1,,,,1,,,,○,,,
131181,荒川区,西日暮里ふれあい館,荒川区西日暮里6-24-4,35.736279,139.770781,1,,1,,,,1,,,○,○,,○,
131181,荒川区,第六日暮里小学校,荒川区西日暮里6-35-16,35.735396,139.769827,1,,1,,,,1,,,,,,○,
131181,荒川区,日暮里サニーホール,荒川区東日暮里5-50-5,35.727901,139.773224,1,1,1,,,,1,,,○,○,,○,
131181,荒川区,ゆいの森あらかわ,荒川区荒川2-50-1,35.739521,139.784164,1,,1,,,,1,,,○,○,,○,
131181,荒川区,荒川工業高等学校,荒川区南千住6-42-1,35.737664,139.792235,1,,1,,,,1,,,○,○,,○,
131181,荒川区,東日暮里ふれあい館,荒川区東日暮里1-17-13,35.729838,139.78997,1,,1,,,,1,,,○,○,,○,
131181,荒川区,東尾久本町通りふれあい館,荒川区東尾久2-37-14,35.744722,139.771331,1,,1,,,,1,,,○,○,,○,
131181,荒川区,ひぐらしふれあい館,荒川区東日暮里6-28-15,35.733043,139.776019,1,,1,,,,1,,,○,○,,○,
131181,荒川区,学校法人開成学園,荒川区西日暮里4-2-4,35.732367,139.765445,,1,,,,,,,,○,○,,,
131199,板橋区,板橋第二小学校,板橋区板橋2-52-1,35.748978,139.710429,1,,,1,,,,,,,,,,
131199,板橋区,板橋第四小学校,板橋区板橋4-9-13,35.749817,139.716459,1,,,1,,,1,,,○,○,,○,
131199,板橋区,金沢小学校,板橋区加賀2-2-1,35.754991,139.71534,,,,1,,,,,,○,,,○,
131199,板橋区,板橋第一中学校,板橋区大山東町50-1,35.750448,139.704703,1,,,1,,,,,,,,,○,
131199,板橋区,板橋第五中学校,板橋区板橋4-49-3,35.752431,139.719575,,,,1,,,,,,,,,,
131199,板橋区,板橋第五小学校,板橋区中丸町19-1,35.741778,139.704937,1,,,1,,,,,,○,,,○,
131199,板橋区,板橋第七小学校,板橋区大山金井町31-1,35.745592,139.704647,1,,,1,,,,,,,,,,
131199,板橋区,板橋第一小学校,板橋区氷川町13-1,35.753807,139.70765,1,,,1,,,,,,○,,,○,
131199,板橋区,中根橋小学校,板橋区栄町14-1,35.756124,139.70106,,,,1,,,,,,,,,○,
131199,板橋区,加賀小学校,板橋区稲荷台23-1,35.761401,139.710176,1,,,1,,,,,,,,,○,
131199,板橋区,板橋第三中学校,板橋区氷川町22-3,35.755649,139.706381,1,,,1,,,,,,○,○,,○,
131199,板橋区,加賀中学校,板橋区加賀2-19-1,35.760627,139.716137,1,,,1,,,,,,○,○,,○,
131199,板橋区,弥生小学校,板橋区弥生町19-1,35.753837,139.694489,,,,1,,,,,,,,,,
131199,板橋区,板橋第六小学校,板橋区大山町13-1,35.747124,139.700154,1,,,1,,,,,,,,,,
131199,板橋区,板橋第二中学校,板橋区幸町26-1,35.745761,139.697155,1,,,1,,,,,,○,○,,○,
131199,板橋区,板橋第八小学校,板橋区双葉町42-1,35.759812,139.700525,1,,,1,,,1,,,,,,○,
131199,板橋区,板橋第十小学校,板橋区大谷口上町43-1,35.747887,139.692606,1,,,1,,,,,,○,○,,○,
131199,板橋区,大谷口小学校,板橋区大谷口北町21-1,35.750943,139.690216,1,,,1,,,,,,○,○,,○,
131199,板橋区,上板橋第二小学校,板橋区小茂根1-14-1,35.747666,139.6802,1,1,,1,,,1,,,,,,,
131199,板橋区,向原小学校,板橋区向原2-34-1,35.74141,139.681976,1,,,1,,,,,,,,,,
131199,板橋区,上板橋第二中学校,板橋区向原3-1-12,35.747237,139.68083,1,,,1,,,,,,,,,○,
131199,板橋区,上板橋小学校,板橋区東山町47-3,35.75523,139.686311,1,,,1,,,1,,,,,,,
131199,板橋区,桜川小学校,板橋区東新町2-29-1,35.755113,139.678245,,,,1,,,,,,○,○,,○,
131199,板橋区,桜川中学校,板橋区桜川1-2-1,35.756116,139.677168,1,,,1,,,,,,,,,○,
131199,板橋区,常盤台小学校,板橋区常盤台1-6-1,35.759558,139.691159,1,,,1,,,,,,,,,,
131199,板橋区,上板橋第四小学校,板橋区上板橋1-3-1,35.761455,139.678864,1,,,1,,,,,,○,○,,○,
131199,板橋区,上板橋第一中学校,板橋区南常盤台1-1-1,35.756862,139.691263,,,,1,,,,,,,,,○,
131199,板橋区,上板橋第三中学校,板橋区常盤台3-30-1,35.763551,139.682247,1,,,1,,,,,,,,,,
131199,板橋区,富士見台小学校,板橋区前野町1-10-1,35.763943,139.695296,1,,,1,,,,,,,,,,
131199,板橋区,北前野小学校,板橋区前野町5-44-3,35.773123,139.685146,1,,,1,,,,,,,,,○,
131199,板橋区,前野小学校,板橋区前野町6-40-1,35.768345,139.687519,1,1,,1,,,1,,,○,,,○,
131199,板橋区,志村第一小学校,板橋区泉町17-1,35.766339,139.7015,1,,,1,,,,,,,,,○,
131199,板橋区,志村第三小学校,板橋区清水町83-1,35.767238,139.704907,1,,,1,,,,,,,,,○,
131199,板橋区,志村第一中学校,板橋区大原町33-1,35.767145,139.696903,1,1,,1,,,1,,,○,○,,○,
131199,板橋区,志村第二小学校,板橋区志村1-7-1,35.772562,139.69778,1,1,,1,,,1,,,○,,,○,
131199,板橋区,志村小学校,板橋区志村2-16-3,35.775315,139.686681,1,,,1,,,,,,,,,,
131199,板橋区,志村第四小学校,板橋区小豆沢4-13-1,35.780345,139.701142,1,1,,1,,,1,,,○,,,○,
131199,板橋区,志村第二中学校,板橋区小豆沢1-21-1,35.775486,139.70291,1,,,1,,,,,,○,○,,○,
131199,板橋区,志村第四中学校,板橋区志村3-15-1,35.776514,139.683891,1,,,1,,,,,,,,,○,
131199,板橋区,中台小学校,板橋区中台1-9-7,35.76641,139.680964,1,,,1,,,,,,,,,,
131199,板橋区,緑小学校,板橋区中台3-27-1,35.772447,139.679495,1,,,1,,,,,,,,,○,
131199,板橋区,若木小学校,板橋区若木1-14-1,35.769347,139.675386,1,1,,1,,,1,,,○,○,,○,
131199,板橋区,志村第五小学校,板橋区西台3-38-23,35.777129,139.668499,1,1,,1,,,1,,,○,○,,○,
131199,板橋区,中台中学校,板橋区中台1-56-23,35.769282,139.680251,1,1,,1,,,1,,,○,,,○,
131199,板橋区,志村坂下小学校,板橋区相生町26-14,35.779071,139.680315,1,,,1,,,,,,○,○,,○,
131199,板橋区,蓮根小学校,板橋区蓮根3-10-1,35.787737,139.67661,,,,1,,,,,,,,,○,
131199,板橋区,蓮根第二小学校,板橋区蓮根3-15-5,35.788132,139.677832,,,,1,,,,,,,,,,
131199,板橋区,志村第六小学校,板橋区坂下2-18-1,35.783743,139.680606,,,,1,,,,,,,,,○,
131199,板橋区,志村第三中学校,板橋区坂下2-21-1,35.783893,139.683495,,,,1,,,,,,○,○,,○,
131199,板橋区,志村第五中学校,板橋区坂下2-1-20,35.782375,139.685802,,,,1,,,,,,,,,○,
131199,板橋区,舟渡小学校,板橋区舟渡3-6-15,35.793601,139.681665,,,,1,,,,,,,,,○,
131199,板橋区,下赤塚小学校,板橋区赤塚6-14-1,35.7746,139.642857,1,,,1,,,,,,○,○,,○,
131199,板橋区,赤塚新町小学校,板橋区赤塚新町3-31-1,35.769262,139.63587,1,,,1,,,,,,,,,,
131199,板橋区,赤塚第三中学校,板橋区赤塚7-27-15,35.77974,139.64819,1,1,,1,,,1,,,○,○,,○,
131199,板橋区,成増小学校,板橋区成増1-11-1,35.774342,139.632664,1,1,,1,,,1,,,,,,○,
131199,板橋区,成増ヶ丘小学校,板橋区成増3-17-7,35.780955,139.634356,1,,,1,,,,,,,,,○,
131199,板橋区,赤塚小学校,板橋区赤塚3-1-22,35.777932,139.640614,1,,,1,,,,,,,,,○,
131199,板橋区,三園小学校,板橋区三園1-24-1,35.790409,139.637535,1,,,1,,,,,,○,○,,○,
131199,板橋区,赤塚第二中学校,板橋区成増3-18-1,35.78053,139.632946,1,1,,1,,,1,,,○,○,,○,
131199,板橋区,徳丸小学校,板橋区徳丸1-21-1,35.771749,139.666619,1,1,,1,,,1,,,○,○,,○,
131199,板橋区,北野小学校,板橋区徳丸3-23-1,35.771608,139.657095,1,,,1,,,,,,,,,○,
131199,板橋区,紅梅小学校,板橋区徳丸8-10-1,35.781234,139.657412,1,1,,1,,,1,,,,,,○,
131199,板橋区,赤塚第一中学校,板橋区徳丸4-13-1,35.771687,139.651991,1,,,1,,,,,,○,○,,○,
131199,板橋区,高島第六小学校,板橋区高島平1-50-1,35.784335,139.670362,,,,1,,,,,,,,,○,
131199,板橋区,高島第二小学校,板橋区高島平2-25-1,35.785005,139.661704,1,,,1,,,,,,,,,,
131199,板橋区,高島第五小学校,板橋区高島平3-11-1,35.786866,139.657153,1,,,1,,,,,,,,,,
131199,板橋区,高島第三小学校,板橋区高島平4-21-1,35.788908,139.649925,1,,,1,,,,,,,,,,
131199,板橋区,高島第一小学校,板橋区高島平7-24-1,35.791924,139.659816,,,,1,,,,,,,,,,
131199,板橋区,新河岸小学校,板橋区新河岸1-3-1,35.7938,139.66506,,,,1,,,,,,,,,,
131199,板橋区,西台中学校,板橋区高島平1-4-1,35.782023,139.671665,1,,,1,,,,,,○,○,,○,
131199,板橋区,高島第二中学校,板橋区高島平2-24-1,35.785321,139.660343,1,,,1,,,,,,,,,○,
131199,板橋区,高島第三中学校,板橋区高島平4-22-1,35.788266,139.651096,1,,,1,,,,,,,,,○,
131199,板橋区,高島第一中学校,板橋区高島平8-26-1,35.791893,139.663019,,,,1,,,,,,,,,○,
131199,板橋区,文化会館,板橋区大山東町51-1,35.749542,139.704662,1,,,,,,,,,○,,,,
131199,板橋区,旧板橋第九小学校,板橋区栄町6-1,35.754718,139.704285,1,,,1,,,,,,○,,,,
131199,板橋区,仲町ふれあい館,板橋区仲町20-5,35.751205,139.696352,1,,,,,,,,,○,,,,
131199,板橋区,旧板橋第四中学校,板橋区富士見町3-1,35.760828,139.700559,1,,,1,,,,,,,,,,
131199,板橋区,大原生涯学習センター,板橋区大原町5-18,35.769747,139.700119,1,,,,,,,,,,,,,
131199,板橋区,小豆沢体育館,板橋区小豆沢3-1-1,35.779057,139.696853,1,,,,,,,,,,,,,
131199,板橋区,志村コミュニティホール,板橋区小豆沢1-8-1,35.773255,139.699996,1,,,,,,,,,,,,,
131199,板橋区,中台ふれあい館,板橋区中台2-14-1,35.769963,139.680225,1,,,,,,,,,,,,,
131199,板橋区,赤塚体育館,板橋区赤塚5-6-1,35.777924,139.64177,1,,,,,,,,,,,,,
131199,板橋区,成増アクトホール,板橋区成増3-11-3-405,35.778398,139.632966,1,,,,,,,,,,,,,
131199,板橋区,成増生涯学習センター,板橋区成増1-12-4,35.774668,139.63277,1,,,,,,,,,,,,,
131199,板橋区,徳丸ふれあい館,板橋区徳丸2-12-12,35.772025,139.660204,1,,,,,,,,,,,,,
130001,東京都,高島平二・三丁目地区,板橋区高島平,35.787512,139.655511,,,,,,1,,,,,,,,
130001,東京都,公社向原住宅一帯,板橋区小茂根、向原,35.746177,139.682604,,,,,,1,,,,,,,,
130001,東京都,城北中央公園一帯,板橋区小茂根、桜川、東新町、練馬区羽沢、氷川台,35.756223,139.674066,,,,,,1,,,,,,,,
130001,東京都,光が丘団地・光が丘公園一帯,板橋区赤塚新町、練馬区旭町、光が丘,35.762022,139.631415,,,,,,1,,,,,,,,
130001,東京都,中台三丁目地区,板橋区中台,35.773755,139.6803,,,,,,1,,,,,,,,
130001,東京都,都営幸町アパート一帯,板橋区大山西町、幸町,35.745549,139.696296,,,,,,1,,,,,,,,
130001,東京都,城北公園一帯,板橋区坂下,35.783581,139.681588,,,,,,1,,,,,,,,
130001,東京都,都営成増五丁目第2アパート一帯,板橋区成増,35.788033,139.632769,,,,,,1,,,,,,,,
131202,練馬区,南町小学校,練馬区練馬2-7-5,35.740828,139.65313,1,,,1,,1,1,,,,,,○,
131202,練馬区,開進第三小学校,練馬区桜台2-18-1,35.742792,139.666528,1,,,1,,1,1,,,,○,,○,
131202,練馬区,開進第二小学校,練馬区桜台5-10-5,35.742059,139.658421,1,,,1,,1,1,,,,○,,,
131202,練馬区,開進第四小学校,練馬区羽沢2-33-1,35.74776,139.671999,1,,,1,,1,1,,,,○,,○,
131202,練馬区,小竹小学校,練馬区小竹町2-6-7,35.744065,139.679803,1,,,1,,1,1,,,,○,,○,
131202,練馬区,旭丘小学校,練馬区旭丘2-21-1,35.736698,139.676903,1,,,1,,1,1,,,,○,,○,
131202,練馬区,豊玉第二小学校,練馬区豊玉上2-16-1,35.737444,139.662044,1,,,1,,1,1,,,,○,,○,
131202,練馬区,豊玉東小学校,練馬区豊玉北1-16-1,35.732703,139.667734,1,,,1,,1,1,,,,○,,○,
131202,練馬区,豊玉小学校,練馬区豊玉中4-2-20,35.732857,139.651502,1,,,1,,1,1,,,,○,,○,
131202,練馬区,豊玉南小学校,練馬区豊玉南2-14-1,35.727823,139.65639,1,,,1,,1,1,,,○,○,○,○,
131202,練馬区,練馬第三小学校,練馬区貫井1-36-15,35.737233,139.635377,1,,,1,,1,1,,,,○,,○,
131202,練馬区,練馬第二小学校,練馬区貫井2-31-13,35.741675,139.633979,1,,,1,,1,1,,,,○,,○,
131202,練馬区,向山小学校,練馬区向山2-14-11,35.740039,139.640685,1,,,1,,1,1,,,,○,,○,
131202,練馬区,中村西小学校,練馬区中村北4-17-1,35.73428,139.635432,1,,,1,,1,1,,,,,,○,
131202,練馬区,中村小学校,練馬区中村2-8-1,35.73121,139.644028,1,,,1,,1,1,,,,○,,○,
131202,練馬区,泉新小学校,練馬区三原台3-18-30,35.754334,139.601511,1,,,1,,1,1,,,,○,,○,
131202,練馬区,谷原小学校,練馬区谷原2-9-26,35.750759,139.614057,1,,,1,,1,1,,,○,○,○,○,自動ドア
131202,練馬区,北原小学校,練馬区谷原4-9-1,35.754628,139.613357,1,,,1,,1,1,,,,○,,○,
131202,練馬区,富士見台小学校,練馬区富士見台4-16-10,35.744936,139.623281,1,,,1,,1,1,,,,○,,○,
131202,練馬区,南が丘小学校,練馬区南田中2-13-1,35.733781,139.617109,1,,,1,,1,1,,,,,,○,
131202,練馬区,石神井東小学校,練馬区南田中3-9-1,35.737464,139.619925,1,,,1,,1,1,,,,○,,○,
131202,練馬区,南田中小学校,練馬区南田中5-15-37,35.737038,139.61108,1,1,,1,,1,1,,,,○,,○,
131202,練馬区,光和小学校,練馬区石神井町2-16-34,35.746343,139.607261,1,,,1,,1,1,,,○,○,,○,自動ドア
131202,練馬区,下石神井小学校,練馬区下石神井2-20-18,35.731789,139.605468,1,,,1,,1,1,,,○,○,○,○,自動ドア
131202,練馬区,上石神井小学校,練馬区上石神井4-10-9,35.727834,139.5891,1,,,1,,1,1,,,,○,,○,
131202,練馬区,石神井小学校,練馬区石神井台1-1-25,35.735684,139.599113,,,,1,,1,,,,○,○,○,○,
131202,練馬区,上石神井北小学校,練馬区石神井台5-1-32,35.735833,139.588341,1,,,1,,1,1,,,,,,○,
131202,練馬区,石神井台小学校,練馬区石神井台8-6-33,35.735335,139.581085,1,,,1,,1,1,,,,,,○,
131202,練馬区,石神井西小学校,練馬区関町北1-1-5,35.723943,139.580315,1,,,1,,1,1,,,,,,○,
131202,練馬区,関町小学校,練馬区関町北3-23-34,35.724978,139.571793,1,,,1,,1,1,,,,○,,○,
131202,練馬区,関町北小学校,練馬区関町北5-13-40,35.732588,139.573734,1,,,1,,1,1,,,○,○,○,○,
131202,練馬区,立野小学校,練馬区立野町17-13,35.718321,139.58082,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉第三小学校,練馬区大泉学園町3-22-1,35.763612,139.579744,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉学園小学校,練馬区大泉学園町4-7-1,35.765693,139.593378,1,,,1,,1,1,,,,,,○,
131202,練馬区,大泉学園緑小学校,練馬区大泉学園町5-11-47,35.766396,139.585471,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉学園桜小学校,練馬区大泉学園町9-2-2,35.777431,139.590966,1,,,1,,1,1,,,,○,,○,
131202,練馬区,橋戸小学校,練馬区大泉町2-11-25,35.759008,139.602567,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉第一小学校,練馬区大泉町3-16-23,35.765818,139.599183,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉北小学校,練馬区大泉町4-28-22,35.762224,139.595937,1,,,1,,1,1,,,,,,○,
131202,練馬区,大泉東小学校,練馬区東大泉1-22-1,35.748631,139.591233,1,,,1,,1,1,,,○,○,○,○,
